Hours_Studied,Exam_Score,Parental_Involvement,Motivation_Level,Previous_Scores,Attendance,Access_to_Resources,Learning_Disabilities
22,66,High,Medium,89,60,Medium,No
25,71,Medium,Medium,76,85,Medium,No
20,70,Medium,High,91,68,High,No
24,67,High,Low,95,68,Medium,No
30,73,High,Medium,87,86,High,No
22,64,Low,Medium,87,62,Medium,No
22,65,Low,Medium,79,73,Medium,No
11,62,Medium,Medium,74,66,Medium,No
4,64,High,Low,99,83,Medium,No
22,67,Low,Low,82,86,Medium,No
19,74,Medium,High,92,89,High,No
17,63,High,Medium,75,70,Medium,Yes
21,64,High,Low,78,64,Low,No
20,64,Medium,Low,83,63,Low,No
27,70,Low,High,86,77,High,No
21,71,Medium,Medium,72,98,Medium,No
16,63,Medium,Medium,68,69,Medium,No
26,66,Medium,Medium,62,70,High,No
19,65,Medium,Medium,71,64,High,No
23,70,Medium,Medium,61,84,High,No
17,65,Low,Medium,71,87,Low,No
16,68,High,High,94,86,Medium,No
21,72,Medium,Medium,99,94,High,No
20,67,Medium,Low,79,79,High,No
23,65,High,Low,57,65,High,No
18,66,Medium,Low,71,72,Medium,No
9,67,High,Medium,80,86,High,No
17,65,Medium,Medium,69,85,Low,Yes
25,68,Medium,Medium,60,81,Medium,No
18,68,Medium,High,61,87,Medium,No
19,69,Medium,Medium,74,85,High,No
26,71,Medium,Medium,61,95,Low,No
16,64,Medium,Medium,62,83,Medium,Yes
11,65,Low,Medium,94,91,High,Yes
19,64,Medium,Medium,89,70,Medium,No
17,67,Medium,Low,53,87,Medium,No
14,70,Medium,Medium,66,96,High,No
19,66,Medium,Medium,77,75,High,No
23,70,High,Low,53,91,Medium,No
20,70,Medium,Low,84,89,High,No
22,64,High,Low,69,62,Medium,No
31,71,Low,Medium,70,83,High,No
18,63,Medium,Medium,63,65,High,No
22,72,Medium,High,67,99,Medium,No
17,72,High,Medium,93,92,High,No
15,61,High,Low,89,64,Low,No
16,63,High,High,97,65,Low,Yes
17,67,Low,High,85,84,High,No
22,67,High,Low,79,74,Low,No
34,65,Medium,Low,63,61,Low,No
16,64,Low,Medium,83,82,Medium,No
18,69,Medium,High,95,76,Low,No
20,65,Medium,High,53,64,High,No
22,71,High,Low,72,92,High,Yes
22,70,Medium,Medium,57,97,Medium,No
5,65,Medium,Medium,81,93,Medium,No
6,63,High,Medium,94,69,Medium,No
17,61,Medium,Low,53,71,Medium,No
27,67,Medium,Medium,95,68,Low,No
11,64,Medium,Medium,53,91,Medium,No
2,65,High,Medium,64,98,Medium,No
23,73,High,Medium,58,89,High,No
21,69,Medium,Low,57,95,High,No
13,67,Medium,Medium,59,86,High,No
14,63,High,Low,74,76,Medium,Yes
14,67,High,Low,89,77,High,No
21,66,Low,Medium,95,63,High,No
16,64,Medium,Medium,78,61,High,No
23,68,High,Medium,58,88,Low,No
3,61,Medium,High,54,78,Medium,No
15,66,Medium,Medium,75,82,Medium,No
13,65,Medium,Medium,88,82,Medium,No
18,65,Medium,Medium,81,71,High,No
17,67,Medium,Medium,79,79,Medium,Yes
25,68,High,Medium,52,79,Medium,No
9,63,Medium,Medium,71,76,Medium,No
20,70,High,Low,78,93,Medium,No
23,68,High,Medium,80,78,High,No
31,69,Medium,Medium,50,84,Medium,No
17,67,High,Low,60,96,Medium,Yes
22,69,Medium,Medium,97,95,Medium,No
9,65,Medium,Low,75,96,Low,Yes
6,61,Medium,Medium,85,71,High,No
25,65,Medium,Low,65,61,High,No
20,67,Low,Low,79,70,Medium,No
27,66,Medium,Medium,68,71,High,No
12,69,Medium,Medium,65,96,Medium,Yes
23,71,Medium,High,71,86,Medium,No
31,68,High,Medium,73,63,High,No
23,65,High,High,67,65,Medium,No
22,64,Medium,High,63,66,Medium,No
20,68,Medium,Low,81,85,Low,No
11,64,Low,Low,69,89,High,No
28,71,Medium,Low,60,94,High,No
16,70,High,Medium,88,98,Medium,No
23,68,High,Medium,86,68,Medium,No
11,63,Medium,Low,94,72,Medium,No
13,61,Medium,Medium,78,70,High,Yes
29,66,Medium,Medium,64,74,Low,No
18,75,Medium,Medium,93,97,High,No
29,71,High,Medium,64,83,High,No
20,69,Medium,High,83,90,Medium,No
9,62,High,Medium,60,80,Low,No
25,65,Medium,High,81,61,Medium,No
16,61,Medium,Medium,92,63,Low,No
24,69,Medium,Medium,77,82,Medium,No
20,66,Low,Low,74,89,Low,No
11,64,High,Low,100,69,Medium,No
21,69,High,Low,51,89,Medium,No
23,68,Low,Low,96,76,High,No
20,70,High,Medium,82,90,High,Yes
26,68,Low,Medium,77,76,Medium,No
21,68,Low,Medium,82,87,Low,No
21,69,Medium,Low,66,91,Medium,No
13,68,Medium,Medium,54,100,Low,No
26,67,Medium,High,67,76,Medium,No
15,64,Low,Medium,74,67,Medium,No
29,64,Medium,Low,70,68,Low,No
19,68,Medium,Low,76,88,Medium,No
15,67,Low,Low,60,97,Medium,No
26,65,Medium,Low,59,76,Medium,Yes
18,66,High,Medium,68,67,High,No
25,67,Medium,Low,74,71,Low,Yes
18,64,High,Low,67,78,Medium,No
20,66,Medium,Medium,79,72,Low,No
23,63,Medium,Low,66,69,Low,No
22,71,Medium,High,59,89,High,Yes
8,62,High,High,93,60,Medium,No
13,64,Medium,Medium,60,82,High,No
26,72,Low,Medium,98,92,Medium,No
19,65,High,Low,99,71,Medium,No
17,67,Low,Medium,85,84,High,No
12,65,High,Medium,75,87,High,Yes
14,63,Low,Low,90,86,Low,No
8,65,High,Low,94,78,High,Yes
19,67,Medium,Medium,85,74,Medium,No
16,67,Medium,Low,55,93,Medium,No
14,65,Low,Medium,50,90,Medium,No
20,64,Medium,Medium,60,73,High,Yes
22,64,High,High,59,64,Low,Yes
33,69,High,Medium,59,63,High,No
11,60,Medium,Low,75,64,Medium,No
27,70,Medium,Medium,76,83,Medium,No
26,66,Low,Medium,86,62,High,No
15,66,Medium,High,60,73,Medium,No
21,68,Medium,Medium,55,90,Low,No
17,62,Low,Low,83,72,Medium,Yes
21,70,Medium,Low,74,91,High,No
29,72,Medium,Medium,83,90,Medium,No
24,64,Low,High,69,70,Low,No
23,71,Low,High,88,89,Medium,No
17,67,Medium,Medium,84,90,High,No
11,64,Low,High,83,76,Medium,No
19,64,High,Medium,51,68,High,No
27,72,Medium,Medium,93,81,High,No
11,66,Low,Medium,69,97,Low,No
14,68,High,Medium,57,86,Medium,No
14,64,Medium,Medium,74,87,Low,Yes
15,64,Medium,Medium,52,77,Medium,No
17,68,Low,Medium,89,84,High,No
12,67,Medium,Medium,72,89,Low,No
14,67,Medium,Medium,88,81,Medium,No
24,71,High,Low,88,93,Medium,No
12,63,Medium,Low,55,89,Low,No
10,66,Medium,Medium,81,85,Medium,No
16,65,High,High,68,66,High,No
24,68,Medium,Medium,77,93,Low,No
19,68,Medium,Medium,54,97,Low,No
17,62,Medium,Medium,79,65,High,Yes
20,67,Low,Medium,89,80,Medium,No
10,65,High,Medium,99,70,High,No
23,71,High,Low,66,90,Medium,No
22,71,Medium,Medium,58,89,High,Yes
18,61,High,Low,68,66,Medium,Yes
26,70,Medium,Medium,51,95,Medium,No
13,60,Medium,Medium,70,67,Low,No
27,70,Low,Medium,96,92,Medium,No
21,67,Medium,High,60,78,High,No
18,66,Medium,Low,74,73,Medium,No
20,63,Low,Medium,79,66,Low,No
19,65,Medium,Low,59,67,Medium,No
27,75,High,High,67,86,Medium,Yes
14,66,High,Low,96,82,Medium,Yes
15,61,Medium,Medium,65,65,Medium,No
26,65,Medium,Low,82,65,Medium,No
16,61,Low,Medium,57,63,Medium,No
25,73,High,Medium,83,90,High,No
30,73,High,Medium,64,88,Medium,No
18,63,Medium,Medium,62,62,Medium,No
24,67,Low,Medium,56,82,Medium,No
13,62,Medium,Medium,52,63,High,No
25,71,Low,Medium,98,96,Low,No
21,70,Medium,Medium,71,96,Medium,No
23,70,Medium,Medium,89,88,Medium,No
16,69,Medium,Low,96,97,Medium,No
10,66,Medium,High,60,92,Medium,No
23,72,Low,High,93,93,High,No
8,63,High,Low,85,83,Low,No
18,65,Low,Medium,79,72,Medium,No
26,71,High,Medium,90,69,High,No
21,66,Medium,Medium,56,73,Medium,No
32,69,Medium,Low,63,85,Low,No
26,62,Low,Medium,57,67,Medium,No
16,66,High,High,95,70,High,No
20,66,Medium,Low,55,79,Low,No
20,64,Medium,High,99,69,Low,Yes
11,63,Low,High,55,84,Medium,No
14,68,Medium,Medium,83,97,Medium,No
17,68,Medium,Low,83,90,Medium,Yes
8,67,High,Low,97,87,High,No
20,67,High,Medium,66,83,Low,Yes
19,68,High,Medium,67,80,High,Yes
10,65,High,Medium,92,67,Medium,No
22,74,Low,High,99,96,High,No
21,64,Medium,Medium,82,64,Medium,No
18,67,Low,High,62,90,Medium,No
24,68,High,Medium,86,67,High,No
24,67,Low,Low,89,75,Medium,No
22,65,High,Low,88,61,Medium,No
15,63,High,Low,72,65,High,Yes
22,64,Medium,Medium,58,67,Medium,No
27,62,Low,Medium,79,62,Low,No
16,68,Low,Low,89,86,High,No
33,75,Medium,High,96,93,Medium,No
17,63,Medium,High,73,75,Low,No
20,68,Medium,Low,62,95,Low,No
16,63,Medium,Low,56,69,Medium,No
21,68,High,Medium,90,73,High,No
10,62,Medium,Medium,77,66,High,No
17,67,Low,Medium,84,85,Medium,No
13,66,High,Medium,58,77,High,No
21,65,Medium,Low,50,85,Medium,No
26,69,Medium,Medium,98,90,Medium,Yes
24,70,High,Medium,91,82,Medium,No
6,64,High,High,70,85,Medium,Yes
32,75,High,Medium,73,97,Medium,No
22,66,Low,High,96,72,Low,No
15,62,Medium,Low,60,74,Low,No
21,70,Low,Low,90,89,Medium,No
21,68,High,Medium,51,84,High,No
16,66,Medium,High,94,67,High,No
21,65,Low,Medium,79,75,High,No
16,68,High,High,74,79,Medium,No
18,68,High,Low,85,77,Medium,No
16,62,Medium,Low,53,67,Medium,No
11,66,Low,Low,60,97,Medium,No
21,68,Medium,Medium,70,90,Low,No
24,69,High,High,81,79,Medium,No
23,67,Medium,Medium,57,87,Low,Yes
25,74,Low,Low,69,96,High,No
22,61,Low,Medium,63,65,Medium,No
17,64,High,Low,82,70,Medium,Yes
25,69,Medium,Medium,96,82,Medium,No
12,66,High,Low,58,92,Medium,Yes
15,61,Medium,High,59,61,Medium,No
14,71,Medium,High,80,99,Medium,No
26,71,High,Medium,73,78,High,No
26,69,Medium,Low,86,74,Medium,No
23,66,Medium,Low,64,72,Medium,No
26,64,Low,Low,77,67,Medium,Yes
15,68,Low,Medium,69,92,Medium,No
22,71,High,Low,64,98,Medium,No
19,66,High,High,86,77,Medium,Yes
19,68,Low,Low,66,93,High,No
18,66,Medium,Medium,81,79,Medium,No
23,70,High,Medium,59,87,Low,No
25,68,Medium,Medium,90,77,Medium,No
16,65,High,Low,64,82,Low,No
20,64,Medium,Low,59,62,Medium,No
14,69,High,Medium,97,88,Medium,No
5,59,High,Low,71,62,High,No
21,70,Low,Medium,82,93,Medium,No
24,72,High,High,90,93,Low,No
22,64,Low,Medium,84,69,Medium,No
8,63,Medium,High,78,73,High,No
18,67,Medium,Medium,69,79,Medium,No
7,62,Medium,Medium,96,84,Medium,Yes
28,69,Medium,High,57,71,Medium,No
13,66,Medium,Medium,94,84,Medium,Yes
28,66,Low,High,85,72,Low,No
26,63,Low,Medium,79,62,Medium,Yes
15,62,Medium,High,66,60,Medium,No
22,67,Medium,Low,72,92,Low,No
15,68,Medium,Low,89,98,Medium,No
21,67,High,Low,87,77,Medium,No
17,67,Medium,Medium,82,81,Medium,No
9,62,Low,Low,100,66,Medium,No
7,66,Medium,Medium,99,82,High,No
21,65,Medium,Medium,70,66,Medium,No
17,67,Medium,Medium,60,84,High,No
17,69,Medium,High,73,97,Low,No
24,67,Medium,Low,92,68,High,No
27,69,Low,Low,73,91,Medium,No
18,62,Medium,Low,67,61,Low,No
18,67,Medium,Low,87,75,Medium,No
23,63,Medium,Medium,83,64,Low,No
12,65,Medium,High,98,74,Medium,No
21,66,Medium,Medium,77,67,Medium,No
23,71,Medium,Medium,98,75,High,No
24,70,Low,High,65,77,High,No
8,68,High,High,93,72,High,No
15,67,High,High,68,86,Medium,No
15,71,Medium,High,90,97,High,No
21,65,Low,Medium,96,76,Medium,No
23,64,Low,Low,81,68,Medium,No
29,69,Medium,Medium,86,71,Medium,No
17,68,Medium,Low,98,94,Low,No
17,67,Medium,Low,69,83,Low,No
27,71,Medium,High,76,78,Medium,No
22,64,Medium,Medium,95,66,Low,No
28,69,Medium,Medium,84,78,High,No
22,68,Medium,Medium,94,71,High,No
13,69,High,Medium,81,98,Low,No
12,67,Medium,Medium,87,95,Medium,No
24,66,Low,High,67,81,Medium,No
27,69,Medium,Low,89,69,High,No
31,70,Medium,Low,70,76,High,No
25,70,Medium,Medium,68,95,Low,No
27,70,Medium,Medium,98,81,Low,No
17,66,High,Medium,78,73,High,No
13,61,Low,Medium,60,68,High,No
25,71,Medium,Medium,74,92,Medium,Yes
23,69,High,High,76,85,Low,No
21,69,Medium,Medium,99,79,Medium,No
22,65,High,Low,86,69,Medium,No
22,69,High,High,76,73,High,No
28,74,Medium,Medium,72,98,High,No
28,71,Medium,High,96,81,Medium,No
23,68,High,High,82,76,Medium,No
25,69,High,Low,68,81,High,No
23,68,Low,Medium,73,91,Medium,No
17,63,Medium,Medium,64,74,Low,No
25,68,Medium,High,98,67,Medium,No
12,67,High,Medium,85,83,Medium,No
26,71,Medium,Low,70,87,High,No
13,66,High,Low,59,89,High,No
22,69,High,Medium,59,95,Medium,Yes
15,68,High,Medium,74,75,Medium,No
23,63,Medium,Low,73,63,Medium,No
20,69,Medium,Medium,71,98,Medium,No
10,66,Low,Medium,93,77,High,No
23,71,Medium,High,99,85,Medium,No
17,68,Medium,Medium,68,87,High,No
25,69,Medium,Medium,65,82,Medium,No
20,65,Medium,Medium,89,68,Medium,No
22,68,Medium,Medium,72,90,Low,No
14,67,High,High,61,92,Medium,No
16,65,Medium,Medium,59,82,Medium,No
17,65,Low,Medium,64,80,Medium,No
25,64,Medium,Medium,50,65,Low,No
30,69,High,Medium,97,63,High,No
15,64,High,Low,72,74,Low,No
26,66,Medium,Medium,54,72,Medium,No
7,65,Medium,Medium,58,98,Low,Yes
13,69,High,Medium,66,91,Medium,No
14,66,Low,Medium,78,86,Medium,Yes
12,64,Medium,High,85,81,Medium,Yes
10,61,Medium,Medium,65,67,Medium,No
22,72,Medium,Low,98,99,Medium,No
19,67,Medium,Low,88,75,Medium,No
22,63,Low,Low,91,64,Medium,No
24,69,Medium,High,66,80,High,No
22,70,Low,High,69,95,High,Yes
24,71,Medium,Low,77,95,High,Yes
20,60,Medium,Medium,73,60,Low,No
13,70,Medium,Medium,63,95,High,No
26,69,Low,Low,100,71,High,No
16,63,Medium,Medium,92,62,High,No
14,69,Medium,High,62,94,Medium,No
19,71,Medium,High,95,95,Medium,No
15,68,Medium,Medium,79,84,High,No
17,64,Medium,Low,51,83,High,No
22,68,Low,Medium,67,93,Medium,No
22,69,Low,High,51,91,Medium,No
15,65,Medium,Low,54,96,Low,No
17,68,Medium,Medium,59,82,Medium,No
26,74,Medium,Medium,74,99,High,No
23,72,High,Low,69,100,Low,No
32,67,High,Medium,57,65,Medium,No
27,73,High,Low,70,94,High,No
27,68,Medium,High,65,80,Medium,No
12,61,Medium,Low,71,76,Low,No
25,70,High,Medium,59,85,High,No
20,62,Medium,High,80,62,Low,No
17,67,Medium,High,52,80,Medium,No
21,69,Low,Medium,69,95,High,No
23,68,Medium,Low,71,77,High,No
15,69,Medium,Medium,72,98,Medium,No
24,68,Medium,High,53,77,Medium,No
16,64,Medium,Low,80,74,High,No
21,69,High,Medium,97,78,Medium,No
18,66,Medium,Low,65,81,Medium,No
19,68,Medium,Low,70,85,Medium,No
25,72,Medium,Medium,79,92,Medium,No
14,63,High,Low,55,78,Medium,No
32,73,High,Medium,98,93,Medium,Yes
9,65,High,Medium,73,81,Medium,No
16,65,High,Low,56,74,High,No
22,68,Low,Medium,67,86,Medium,No
24,70,High,Low,69,89,Medium,No
19,65,Medium,Medium,67,82,Medium,No
20,66,High,Medium,85,62,Medium,No
22,66,Medium,High,67,67,High,No
19,65,Medium,Low,66,71,High,No
28,69,Medium,Medium,66,71,High,No
25,69,Low,Medium,89,87,High,Yes
25,64,Medium,Medium,65,61,High,Yes
14,66,Medium,Medium,51,90,Medium,Yes
20,63,Low,Medium,68,71,Medium,No
18,68,High,Medium,64,72,Medium,No
14,68,High,Low,95,81,Medium,No
22,65,High,High,74,69,Medium,Yes
17,69,High,High,62,95,Medium,No
24,66,Medium,Low,99,63,Medium,No
14,63,Medium,Medium,62,78,Medium,No
30,72,Low,Low,88,94,Medium,Yes
15,67,High,High,82,85,Medium,No
21,67,High,Medium,73,72,High,No
25,68,High,Medium,70,77,Medium,No
17,71,High,Medium,94,88,High,No
25,73,Medium,Medium,74,99,High,No
13,68,Medium,Medium,69,96,Medium,No
29,69,High,Medium,68,74,Medium,No
20,69,Medium,Medium,64,100,Medium,No
16,63,Medium,Low,70,60,High,No
18,62,Medium,Medium,56,61,Medium,No
25,70,Medium,Medium,53,93,Medium,No
16,66,High,Medium,77,68,Medium,No
16,62,Medium,Low,73,62,Medium,No
19,64,Medium,Low,59,69,High,No
13,63,Medium,Low,55,77,Medium,No
31,71,Medium,Medium,57,89,Medium,No
17,67,High,Medium,66,85,Medium,Yes
25,67,Low,Medium,73,70,High,No
21,67,Low,Medium,60,80,High,No
14,71,Low,Medium,88,97,Medium,No
20,69,High,High,60,93,Medium,No
19,72,High,Medium,100,99,Medium,No
27,71,Medium,Medium,72,88,High,No
26,63,Medium,Medium,59,62,Medium,No
26,65,High,Low,95,61,Low,No
17,61,Low,Medium,62,67,Medium,No
14,66,Medium,Low,96,89,Low,No
16,61,Medium,Low,56,67,Medium,No
21,67,Medium,Low,92,80,Medium,No
23,64,Medium,Medium,59,64,Low,No
7,69,Low,Medium,97,97,High,No
20,64,Low,Medium,79,74,Medium,Yes
21,70,Medium,Low,59,96,Medium,No
18,73,High,Medium,92,98,Medium,No
28,63,Low,Low,70,60,Medium,No
23,68,Medium,Medium,87,79,Medium,No
28,64,Low,Low,82,61,Low,No
19,69,Medium,Medium,86,96,Low,No
26,69,Medium,Medium,67,81,Medium,No
30,67,High,High,97,63,Low,Yes
28,69,High,Medium,78,64,Low,No
13,62,Medium,Medium,54,75,High,Yes
18,66,Low,Medium,53,98,Medium,No
18,68,Low,Medium,87,88,Medium,No
23,71,High,High,92,95,Low,No
24,66,Medium,Medium,85,75,Low,Yes
15,62,Low,High,64,62,High,No
20,68,Low,Low,61,99,Low,No
8,59,Medium,Medium,78,61,Low,No
29,70,Medium,Low,60,98,Medium,No
17,66,High,Medium,69,75,Low,No
20,65,Medium,Medium,81,60,Medium,No
18,66,Medium,Low,64,88,Medium,No
27,73,Medium,Medium,69,99,Medium,No
3,65,Medium,Medium,68,99,Low,No
20,65,Medium,Medium,73,66,High,No
19,64,High,Low,84,67,Medium,No
17,69,Medium,High,89,83,Medium,No
30,74,Medium,Low,83,85,Medium,No
15,68,High,High,51,90,High,No
25,65,Low,Medium,95,67,Medium,No
22,72,Medium,Medium,79,98,High,No
28,71,Medium,Medium,96,86,Medium,No
16,69,High,Medium,98,94,Medium,No
16,67,Low,Low,73,82,High,No
27,71,Medium,Low,96,77,High,No
23,68,Low,High,68,99,Low,Yes
11,63,Low,High,63,83,Medium,No
17,69,High,Low,54,95,Medium,No
22,68,Medium,Medium,73,98,Low,Yes
25,73,High,Low,84,87,High,No
16,69,Medium,Medium,99,82,Medium,No
23,65,High,Medium,87,62,Low,No
13,63,Medium,Medium,95,68,Medium,No
8,59,Low,Low,77,67,Low,No
25,66,Medium,High,92,72,Medium,Yes
21,67,Medium,Medium,79,74,High,No
19,67,High,Medium,88,77,Medium,No
28,67,High,Low,83,64,Medium,No
24,65,High,Medium,53,62,Low,No
30,71,High,High,58,87,Medium,No
12,66,Medium,High,64,81,Medium,No
20,68,Medium,Medium,64,78,High,No
10,65,Medium,Medium,92,85,High,Yes
19,71,High,Medium,80,93,High,No
19,64,Medium,Low,54,77,Low,No
24,72,Medium,High,69,86,High,No
20,69,Low,Low,78,98,Low,No
24,70,Medium,Medium,63,94,Medium,No
24,66,Medium,Medium,52,77,Medium,No
33,70,Medium,Medium,69,86,Medium,No
18,62,High,Low,73,67,Low,No
14,66,Low,Medium,95,82,Medium,No
21,70,High,Low,95,99,Low,No
15,63,Low,Low,75,81,Low,No
29,73,High,Medium,74,97,Medium,Yes
18,70,Medium,High,82,76,High,No
17,71,High,Low,63,100,High,No
17,65,Low,Medium,64,83,Medium,No
24,64,Medium,Medium,50,62,Low,No
19,66,High,Medium,54,83,Low,No
30,68,Low,Low,82,61,High,No
15,67,Medium,High,61,93,Medium,No
20,68,Low,High,56,71,High,No
24,69,Low,Medium,81,92,High,Yes
10,63,Medium,Medium,83,72,Medium,No
23,66,Medium,High,53,68,High,No
14,68,Medium,High,89,99,Medium,No
25,71,High,Medium,80,74,Medium,No
14,69,Medium,High,70,84,High,No
24,70,Low,Medium,99,84,Medium,No
27,70,Medium,High,51,82,Medium,No
25,73,Medium,Low,77,97,Medium,No
22,68,Medium,Medium,58,87,High,No
19,65,Medium,Medium,66,76,Low,No
17,72,High,Medium,57,94,High,No
29,67,High,Medium,83,67,Low,Yes
16,68,Low,High,70,82,Medium,No
14,69,Medium,Low,99,98,Medium,No
24,70,Medium,Low,83,85,Medium,No
15,69,High,Medium,96,93,Medium,No
14,68,High,Medium,62,86,High,No
11,65,Medium,Medium,66,94,Medium,No
17,70,Medium,Medium,68,98,High,No
20,65,Medium,High,92,71,Low,No
21,61,Medium,Medium,61,67,Low,No
26,69,Medium,Medium,97,79,Low,No
23,67,Medium,Medium,52,88,Low,No
19,65,Medium,Medium,94,69,Medium,No
19,63,Medium,High,73,60,Medium,No
23,67,Medium,Medium,76,74,High,No
21,70,Medium,Medium,94,88,Medium,No
17,67,Medium,Low,95,76,High,No
14,66,High,Low,79,68,High,No
11,65,Medium,Low,98,74,High,No
24,65,Low,High,84,67,High,No
23,63,Low,Medium,91,64,Medium,No
23,74,Medium,Medium,86,96,High,Yes
19,72,Low,High,89,100,High,No
28,68,High,Low,82,67,High,No
17,62,Medium,High,86,62,Low,No
26,65,Low,Medium,72,73,High,No
20,69,High,Medium,85,78,Medium,No
16,61,Medium,Medium,64,68,Low,No
24,67,Medium,High,82,72,Medium,No
22,66,Medium,Medium,76,68,High,No
22,70,Low,Medium,95,91,Medium,No
20,72,Medium,Low,84,89,High,No
20,69,High,Medium,80,85,Low,No
34,68,Low,Medium,66,75,Medium,No
27,74,Medium,Medium,93,96,Medium,No
24,70,High,High,53,99,Medium,Yes
21,67,Medium,High,95,67,Medium,No
26,68,Medium,Medium,83,69,Medium,No
23,69,High,Medium,59,81,Low,No
20,66,High,Medium,95,64,Low,No
18,66,Medium,High,66,77,Low,No
20,68,High,Medium,58,83,High,No
1,60,Medium,Medium,66,81,Medium,No
21,69,High,High,98,73,Medium,Yes
17,66,High,Medium,88,82,Medium,Yes
20,63,Medium,Low,65,68,Low,No
13,66,Medium,Medium,54,86,Low,Yes
20,64,High,Medium,78,62,Medium,No
14,63,High,Medium,74,63,High,No
23,68,Low,Medium,86,82,Medium,No
22,65,High,Medium,77,64,Medium,No
26,65,High,Low,70,61,Medium,Yes
15,64,High,Low,50,67,High,No
20,68,High,Medium,73,83,Medium,No
12,62,Low,Medium,56,88,Medium,No
24,67,Medium,Medium,96,68,Medium,No
23,73,High,High,96,87,High,No
23,69,High,Medium,90,67,High,No
20,65,Medium,Low,58,85,Medium,No
22,66,Medium,Medium,57,76,Medium,No
30,73,High,Medium,78,86,Medium,No
18,72,High,Medium,86,100,Medium,No
21,72,Medium,Low,95,98,Medium,No
13,61,Low,Medium,95,60,High,No
15,69,High,Low,58,95,Medium,No
21,66,High,Medium,100,63,Medium,No
27,74,High,Medium,58,98,High,No
18,64,High,Medium,92,71,Low,Yes
19,66,Medium,Medium,79,75,High,No
18,64,High,Medium,84,64,Medium,No
17,66,High,Low,80,64,High,No
22,72,Medium,Medium,93,89,High,No
11,71,High,High,82,98,High,No
28,70,High,Medium,92,84,Medium,Yes
16,67,High,Low,58,89,Medium,No
24,71,Medium,Low,93,90,High,Yes
12,63,Medium,Medium,100,71,Low,Yes
24,64,Medium,Low,83,62,High,No
24,64,Medium,Medium,99,60,Medium,No
22,65,Medium,Medium,61,74,Low,No
14,65,Medium,High,91,70,Medium,No
21,62,Medium,Medium,58,62,Low,No
13,65,High,Medium,76,67,High,No
18,64,Medium,Low,83,65,High,No
26,74,Medium,Low,83,97,Medium,No
25,67,Medium,Low,84,66,High,No
20,66,Low,Low,66,82,Medium,No
14,70,High,Medium,99,84,High,No
24,68,Medium,Medium,50,82,High,No
20,64,Medium,Medium,81,64,Medium,No
25,65,Medium,Low,95,62,Medium,Yes
20,68,Medium,Medium,86,76,High,No
27,64,Low,Medium,79,68,Medium,Yes
13,66,Medium,Low,73,82,High,No
22,69,High,Medium,71,81,Medium,No
22,68,Medium,Low,85,77,High,No
10,63,Medium,Low,87,75,Medium,Yes
14,64,Low,Medium,76,94,Medium,No
37,68,Medium,Medium,87,69,High,No
18,67,Medium,High,76,89,Low,No
24,68,Low,Medium,55,90,Medium,No
16,66,Medium,Medium,93,77,Medium,No
7,66,Medium,Medium,94,72,Medium,No
19,68,Medium,Medium,63,79,High,No
18,64,Medium,Low,89,64,High,No
18,63,High,Medium,76,62,Medium,Yes
19,62,Medium,Medium,56,64,Medium,No
22,66,Medium,High,70,67,High,No
19,65,High,Medium,54,80,Medium,No
12,66,Medium,Medium,89,94,Low,No
23,66,Medium,Medium,60,69,High,No
8,69,Medium,High,58,97,High,No
8,67,Low,Medium,60,98,Medium,No
24,75,Medium,Medium,61,98,High,No
23,73,High,High,84,94,Medium,No
20,66,Medium,High,82,75,Medium,No
12,61,Medium,Low,56,63,Medium,No
16,68,Medium,Medium,86,83,Medium,No
18,67,Medium,High,67,82,Medium,No
10,66,Medium,Medium,73,94,High,No
16,69,Medium,Medium,56,100,High,No
24,69,Medium,Low,85,80,Medium,No
29,67,Medium,Medium,69,74,High,No
17,65,High,Medium,82,67,Medium,No
25,63,Medium,Low,71,60,Low,No
9,63,Medium,Low,52,80,Low,No
24,66,Medium,Low,85,82,Medium,No
15,66,Medium,Low,78,93,Medium,No
22,69,Medium,Low,72,80,High,No
19,72,High,High,60,97,Medium,No
28,70,Medium,Low,81,85,Medium,No
15,68,Medium,Medium,64,94,High,No
24,66,High,Low,71,66,Medium,No
18,67,Low,Medium,53,94,Medium,No
19,68,High,Medium,89,87,Medium,Yes
19,62,Medium,Medium,55,67,Low,No
15,64,Medium,High,95,68,High,Yes
20,71,High,Low,93,97,Low,No
20,65,High,Medium,99,61,Medium,No
21,69,Medium,High,95,79,Medium,No
21,65,Medium,Medium,99,73,Medium,No
25,71,Medium,High,94,87,Medium,No
26,69,Low,Low,56,94,Medium,No
14,65,High,High,72,74,Medium,No
25,66,Low,Medium,54,77,Medium,No
13,68,Medium,Low,77,99,Medium,No
24,72,High,Medium,76,91,High,No
24,74,High,Medium,96,96,High,No
9,64,Medium,Low,98,78,Medium,No
21,64,High,Medium,63,69,Low,No
17,63,Medium,Low,79,76,Medium,Yes
15,66,High,High,73,89,Low,No
28,67,Medium,Medium,77,64,Medium,No
16,64,High,Low,77,71,Low,Yes
